user_id,monthly_income,total_savings,expected_contribution,family_members,married_children,unmarried_children,youngest_unmarried_age,ages_of_unmarried,priority_bridal_dress,priority_groom_dress,priority_furniture,priority_electronics,priority_jewelry,priority_kitchen_items,priority_decoration,priority_miscellaneous,estimated_budget,actual_spent,responsibility_score,category_breakdown
USR-082,280000,290000,100000,7,3,2,21,"[25, 21]",Low,High,Medium,Medium,High,Medium,Low,Medium,265600,281935,0.8,"{""bridal_dress"": 31247, ""groom_dress"": 31247, ""furniture"": 52078, ""electronics"": 39058, ""jewelry"": 62494, ""kitchen_items"": 31247, ""decoration"": 10415, ""miscellaneous"": 7811}"
USR-083,245000,1350000,150000,11,2,3,14,"[28, 21, 14]",Low,Medium,Medium,Medium,Low,High,Low,Medium,738000,946315,0.6,"{""bridal_dress"": 93813, ""groom_dress"": 78177, ""furniture"": 156355, ""electronics"": 117266, ""jewelry"": 125084, ""kitchen_items"": 112576, ""decoration"": 31271, ""miscellaneous"": 23453}"
USR-084,175000,300000,50000,7,1,1,21,[21],Low,Medium,Low,High,Medium,High,Low,Medium,275500,306820,0.95,"{""bridal_dress"": 33942, ""groom_dress"": 28285, ""furniture"": 45256, ""electronics"": 50913, ""jewelry"": 56570, ""kitchen_items"": 40731, ""decoration"": 11314, ""miscellaneous"": 8485}"
USR-085,295000,700000,0,10,0,4,11,"[20, 16, 12, 11]",Low,High,Low,High,Low,Low,Low,High,280000,342551,0.5,"{""bridal_dress"": 36842, ""groom_dress"": 36842, ""furniture"": 49122, ""electronics"": 55263, ""jewelry"": 49122, ""kitchen_items"": 29473, ""decoration"": 12280, ""miscellaneous"": 11052}"
USR-086,180000,790000,200000,4,1,2,17,"[21, 17]",Low,Medium,High,Low,Low,Medium,High,Medium,624000,681557,0.75,"{""bridal_dress"": 78821, ""groom_dress"": 65684, ""furniture"": 157642, ""electronics"": 78821, ""jewelry"": 105094, ""kitchen_items"": 78821, ""decoration"": 39410, ""miscellaneous"": 19705}"
USR-087,140000,900000,200000,8,1,2,10,"[23, 10]",Low,Low,High,Low,High,Medium,Medium,High,654000,573863,0.75,"{""bridal_dress"": 78011, ""groom_dress"": 52007, ""furniture"": 156023, ""electronics"": 78011, ""jewelry"": 156023, ""kitchen_items"": 78011, ""decoration"": 32504, ""miscellaneous"": 23403}"
USR-088,55000,1940000,50000,10,1,4,18,"[25, 25, 24, 18]",Medium,High,Medium,High,Low,Medium,Medium,Medium,157000,159084,0.5,"{""bridal_dress"": 23316, ""groom_dress"": 18653, ""furniture"": 31089, ""electronics"": 27980, ""jewelry"": 24871, ""kitchen_items"": 18653, ""decoration"": 7772, ""miscellaneous"": 4663}"
USR-089,170000,910000,150000,12,0,1,26,[26],High,High,High,Low,Low,Medium,Medium,High,878000,1070092,1.0,"{""bridal_dress"": 154035, ""groom_dress"": 102690, ""furniture"": 205380, ""electronics"": 102690, ""jewelry"": 136920, ""kitchen_items"": 102690, ""decoration"": 42787, ""miscellaneous"": 30807}"
USR-090,150000,880000,200000,4,2,1,16,[16],Low,High,Low,Medium,High,Medium,High,High,813600,975340,0.9,"{""bridal_dress"": 97049, ""groom_dress"": 97049, ""furniture"": 129399, ""electronics"": 121312, ""jewelry"": 194099, ""kitchen_items"": 97049, ""decoration"": 48524, ""miscellaneous"": 29114}"
USR-091,120000,290000,100000,10,0,1,14,[14],High,High,Medium,Medium,High,Medium,High,High,298800,218732,0.9,"{""bridal_dress"": 48629, ""groom_dress"": 32419, ""furniture"": 54032, ""electronics"": 40524, ""jewelry"": 64839, ""kitchen_items"": 32419, ""decoration"": 16209, ""miscellaneous"": 9725}"
USR-092,60000,1010000,200000,6,3,2,15,"[21, 15]",High,High,Medium,Low,High,Medium,Medium,Low,366000,381657,0.75,"{""bridal_dress"": 62504, ""groom_dress"": 41669, ""furniture"": 69449, ""electronics"": 41669, ""jewelry"": 83339, ""kitchen_items"": 41669, ""decoration"": 17362, ""miscellaneous"": 8333}"
USR-093,255000,1610000,200000,11,2,1,14,[14],Medium,Low,High,High,Medium,Low,Medium,Low,1281600,1333559,0.9,"{""bridal_dress"": 188470, ""groom_dress"": 100517, ""furniture"": 301552, ""electronics"": 226164, ""jewelry"": 251294, ""kitchen_items"": 120621, ""decoration"": 62823, ""miscellaneous"": 30155}"
USR-094,260000,1170000,0,6,2,1,23,[23],Medium,High,Low,Low,Low,Low,High,Medium,936000,837756,1.0,"{""bridal_dress"": 156696, ""groom_dress"": 125357, ""furniture"": 167142, ""electronics"": 125357, ""jewelry"": 167142, ""kitchen_items"": 100285, ""decoration"": 62678, ""miscellaneous"": 31339}"
USR-095,220000,650000,0,11,0,2,20,"[26, 20]",High,Low,Medium,Medium,Medium,High,Low,Low,415999,531213,0.8,"{""bridal_dress"": 73555, ""groom_dress"": 32691, ""furniture"": 81728, ""electronics"": 61296, ""jewelry"": 81728, ""kitchen_items"": 58844, ""decoration"": 16345, ""miscellaneous"": 9807}"
USR-096,175000,890000,0,5,1,1,14,[14],High,Low,Medium,Medium,High,Medium,Low,Low,640800,516813,0.9,"{""bridal_dress"": 111551, ""groom_dress"": 49578, ""furniture"": 123945, ""electronics"": 92959, ""jewelry"": 148735, ""kitchen_items"": 74367, ""decoration"": 24789, ""miscellaneous"": 14873}"
USR-097,255000,770000,100000,4,0,2,10,"[26, 10]",Low,Medium,Low,High,Medium,Low,High,High,537000,391672,0.75,"{""bridal_dress"": 67689, ""groom_dress"": 56407, ""furniture"": 90252, ""electronics"": 101533, ""jewelry"": 112815, ""kitchen_items"": 54151, ""decoration"": 33844, ""miscellaneous"": 20306}"
USR-098,65000,290000,0,10,2,4,14,"[22, 21, 19, 14]",Medium,Low,High,Low,Low,Low,Low,High,116000,142161,0.5,"{""bridal_dress"": 18872, ""groom_dress"": 10065, ""furniture"": 30195, ""electronics"": 15097, ""jewelry"": 20130, ""kitchen_items"": 12078, ""decoration"": 5032, ""miscellaneous"": 4529}"
USR-099,35000,1050000,100000,8,2,3,18,"[23, 23, 18]",Medium,Low,High,Low,Medium,Low,Medium,High,174199,149419,0.65,"{""bridal_dress"": 26882, ""groom_dress"": 14337, ""furniture"": 43012, ""electronics"": 21506, ""jewelry"": 35843, ""kitchen_items"": 17204, ""decoration"": 8960, ""miscellaneous"": 6451}"
USR-100,230000,1260000,150000,4,1,2,11,"[26, 11]",Medium,Low,Medium,Low,Low,High,Low,Low,868500,848536,0.75,"{""bridal_dress"": 141911, ""groom_dress"": 75686, ""furniture"": 189215, ""electronics"": 113529, ""jewelry"": 151372, ""kitchen_items"": 136235, ""decoration"": 37843, ""miscellaneous"": 22705}"
USR-101,240000,1520000,200000,9,0,2,21,"[26, 21]",Medium,High,High,High,High,Medium,High,Low,1081600,1404966,0.8,"{""bridal_dress"": 143068, ""groom_dress"": 114455, ""furniture"": 228910, ""electronics"": 171682, ""jewelry"": 228910, ""kitchen_items"": 114455, ""decoration"": 57227, ""miscellaneous"": 22891}"
USR-102,195000,920000,50000,11,2,3,13,"[27, 14, 13]",Medium,High,Medium,Low,Medium,Medium,High,Medium,471600,494622,0.6,"{""bridal_dress"": 70740, ""groom_dress"": 56592, ""furniture"": 94320, ""electronics"": 56592, ""jewelry"": 94320, ""kitchen_items"": 56592, ""decoration"": 28296, ""miscellaneous"": 14148}"
USR-103,265000,1190000,0,12,2,4,10,"[27, 15, 11, 10]",Low,High,High,Low,Low,Low,Medium,High,476000,531519,0.5,"{""bridal_dress"": 60636, ""groom_dress"": 60636, ""furniture"": 121273, ""electronics"": 60636, ""jewelry"": 80849, ""kitchen_items"": 48509, ""decoration"": 25265, ""miscellaneous"": 18191}"
USR-104,50000,180000,0,6,2,1,19,[19],High,High,High,Low,High,Medium,Low,Low,136800,104705,0.95,"{""bridal_dress"": 22715, ""groom_dress"": 15143, ""furniture"": 30287, ""electronics"": 15143, ""jewelry"": 30287, ""kitchen_items"": 15143, ""decoration"": 5047, ""miscellaneous"": 3028}"
USR-105,295000,430000,0,12,2,3,14,"[25, 23, 14]",High,Low,Low,High,Medium,High,Medium,Low,206400,174577,0.6,"{""bridal_dress"": 36495, ""groom_dress"": 16220, ""furniture"": 32440, ""electronics"": 36495, ""jewelry"": 40550, ""kitchen_items"": 29196, ""decoration"": 10137, ""miscellaneous"": 4866}"
USR-106,70000,1620000,100000,7,2,3,10,"[23, 14, 10]",High,High,High,Medium,Low,Medium,Medium,Low,261600,225005,0.6,"{""bridal_dress"": 45103, ""groom_dress"": 30068, ""furniture"": 60137, ""electronics"": 37586, ""jewelry"": 40091, ""kitchen_items"": 30068, ""decoration"": 12528, ""miscellaneous"": 6013}"
USR-107,65000,1820000,0,9,0,4,10,"[26, 26, 23, 10]",Medium,Low,Medium,Medium,Medium,Low,High,High,156000,190977,0.5,"{""bridal_dress"": 24074, ""groom_dress"": 12839, ""furniture"": 32098, ""electronics"": 24074, ""jewelry"": 32098, ""kitchen_items"": 15407, ""decoration"": 9629, ""miscellaneous"": 5777}"
USR-108,95000,660000,0,8,2,4,16,"[20, 19, 18, 16]",Medium,Medium,Medium,High,Low,High,Low,Low,228000,240258,0.5,"{""bridal_dress"": 34268, ""groom_dress"": 22845, ""furniture"": 45691, ""electronics"": 41122, ""jewelry"": 36553, ""kitchen_items"": 32897, ""decoration"": 9138, ""miscellaneous"": 5482}"
USR-109,220000,810000,100000,11,1,4,11,"[25, 15, 13, 11]",Medium,Low,Medium,Low,Medium,High,Low,Medium,374000,374609,0.5,"{""bridal_dress"": 58195, ""groom_dress"": 31037, ""furniture"": 77593, ""electronics"": 46556, ""jewelry"": 77593, ""kitchen_items"": 55867, ""decoration"": 15518, ""miscellaneous"": 11639}"
USR-110,280000,340000,200000,11,1,4,11,"[18, 15, 13, 11]",Medium,High,Medium,Low,Medium,Medium,High,Low,236000,178377,0.5,"{""bridal_dress"": 35613, ""groom_dress"": 28490, ""furniture"": 47484, ""electronics"": 28490, ""jewelry"": 47484, ""kitchen_items"": 28490, ""decoration"": 14245, ""miscellaneous"": 5698}"
USR-111,85000,1190000,50000,12,3,4,12,"[26, 23, 19, 12]",High,High,Low,Low,High,Medium,High,Medium,229000,183392,0.5,"{""bridal_dress"": 40019, ""groom_dress"": 26679, ""furniture"": 35572, ""electronics"": 26679, ""jewelry"": 53359, ""kitchen_items"": 26679, ""decoration"": 13339, ""miscellaneous"": 6669}"
USR-112,195000,1360000,150000,10,0,1,13,[13],Low,Medium,High,High,Low,Low,Low,High,977400,1041667,0.9,"{""bridal_dress"": 120666, ""groom_dress"": 100555, ""furniture"": 241333, ""electronics"": 181000, ""jewelry"": 160888, ""kitchen_items"": 96533, ""decoration"": 40222, ""miscellaneous"": 36200}"
USR-113,270000,1450000,0,11,0,3,14,"[24, 16, 14]",High,High,Low,Medium,High,High,Medium,High,696000,722943,0.6,"{""bridal_dress"": 116000, ""groom_dress"": 77333, ""furniture"": 103111, ""electronics"": 96666, ""jewelry"": 154666, ""kitchen_items"": 92799, ""decoration"": 32222, ""miscellaneous"": 23199}"
USR-114,125000,970000,0,8,0,1,19,[19],Medium,Low,Medium,Medium,Low,Medium,High,Low,570000,573485,0.95,"{""bridal_dress"": 90572, ""groom_dress"": 48305, ""furniture"": 120762, ""electronics"": 90572, ""jewelry"": 96610, ""kitchen_items"": 72457, ""decoration"": 36228, ""miscellaneous"": 14491}"
USR-115,275000,300000,0,12,0,4,10,"[25, 17, 11, 10]",High,Low,Low,Medium,Medium,Medium,Medium,High,120000,129457,0.5,"{""bridal_dress"": 22131, ""groom_dress"": 9836, ""furniture"": 19672, ""electronics"": 18442, ""jewelry"": 24590, ""kitchen_items"": 14754, ""decoration"": 6147, ""miscellaneous"": 4426}"
USR-116,105000,670000,0,10,0,4,17,"[28, 27, 19, 17]",Medium,High,High,Low,Medium,Low,Low,Medium,252000,217067,0.5,"{""bridal_dress"": 37951, ""groom_dress"": 30361, ""furniture"": 60722, ""electronics"": 30361, ""jewelry"": 50602, ""kitchen_items"": 24289, ""decoration"": 10120, ""miscellaneous"": 7590}"
USR-117,45000,1030000,150000,12,0,4,11,"[18, 17, 17, 11]",Low,Low,Medium,Medium,Low,Low,Medium,High,183000,222456,0.5,"{""bridal_dress"": 24618, ""groom_dress"": 16412, ""furniture"": 41031, ""electronics"": 30773, ""jewelry"": 32825, ""kitchen_items"": 19695, ""decoration"": 10257, ""miscellaneous"": 7385}"
USR-118,285000,1270000,100000,8,3,1,16,[16],Low,High,Medium,High,Low,Low,Low,High,1004400,830968,0.9,"{""bridal_dress"": 126605, ""groom_dress"": 126605, ""furniture"": 211008, ""electronics"": 189907, ""jewelry"": 168806, ""kitchen_items"": 101284, ""decoration"": 42201, ""miscellaneous"": 37981}"
USR-119,215000,1460000,150000,9,1,2,17,"[25, 17]",High,Low,Medium,High,Medium,Low,Low,Medium,886500,947252,0.75,"{""bridal_dress"": 158618, ""groom_dress"": 70497, ""furniture"": 176242, ""electronics"": 158618, ""jewelry"": 176242, ""kitchen_items"": 84596, ""decoration"": 35248, ""miscellaneous"": 26436}"
USR-120,125000,1180000,0,5,3,1,13,[13],Medium,Medium,High,Low,High,Low,Medium,Low,540000,656441,0.9,"{""bridal_dress"": 79411, ""groom_dress"": 52941, ""furniture"": 127058, ""electronics"": 63529, ""jewelry"": 127058, ""kitchen_items"": 50823, ""decoration"": 26470, ""miscellaneous"": 12705}"
USR-121,120000,560000,200000,7,2,1,13,[13],Low,High,High,High,Medium,Low,High,Low,583200,693141,0.9,"{""bridal_dress"": 67292, ""groom_dress"": 67292, ""furniture"": 134584, ""electronics"": 100938, ""jewelry"": 112153, ""kitchen_items"": 53833, ""decoration"": 33646, ""miscellaneous"": 13458}"
USR-122,115000,1940000,150000,12,0,4,12,"[26, 17, 15, 12]",High,Low,Medium,Low,High,Medium,Low,High,351000,426903,0.5,"{""bridal_dress"": 62185, ""groom_dress"": 27637, ""furniture"": 69094, ""electronics"": 41456, ""jewelry"": 82913, ""kitchen_items"": 41456, ""decoration"": 13818, ""miscellaneous"": 12437}"
USR-123,85000,1720000,0,12,2,4,15,"[17, 17, 17, 15]",Medium,Low,High,Low,High,Low,High,Low,204000,199304,0.5,"{""bridal_dress"": 30297, ""groom_dress"": 16158, ""furniture"": 48475, ""electronics"": 24237, ""jewelry"": 48475, ""kitchen_items"": 19390, ""decoration"": 12118, ""miscellaneous"": 4847}"
USR-124,120000,1750000,0,12,0,1,15,[15],Medium,Low,Medium,Low,Low,Medium,Medium,Medium,518400,408222,0.9,"{""bridal_dress"": 85450, ""groom_dress"": 45573, ""furniture"": 113934, ""electronics"": 68360, ""jewelry"": 91147, ""kitchen_items"": 68360, ""decoration"": 28483, ""miscellaneous"": 17090}"
USR-125,115000,1840000,150000,8,2,3,16,"[24, 18, 16]",Low,High,Low,Low,Medium,High,Medium,High,421200,338180,0.6,"{""bridal_dress"": 53204, ""groom_dress"": 53204, ""furniture"": 70938, ""electronics"": 53204, ""jewelry"": 88673, ""kitchen_items"": 63845, ""decoration"": 22168, ""miscellaneous"": 15961}"
USR-126,230000,980000,200000,7,3,3,10,"[27, 21, 10]",Low,High,High,Low,Medium,Low,Medium,High,590400,551261,0.6,"{""bridal_dress"": 72146, ""groom_dress"": 72146, ""furniture"": 144293, ""electronics"": 72146, ""jewelry"": 120244, ""kitchen_items"": 57717, ""decoration"": 30061, ""miscellaneous"": 21643}"
USR-127,165000,1100000,150000,8,1,4,18,"[28, 23, 18, 18]",Medium,Medium,Medium,High,High,Medium,High,High,471000,503186,0.5,"{""bridal_dress"": 65055, ""groom_dress"": 43370, ""furniture"": 86740, ""electronics"": 78066, ""jewelry"": 104088, ""kitchen_items"": 52044, ""decoration"": 26022, ""miscellaneous"": 15613}"
USR-128,210000,1140000,0,4,0,2,23,"[28, 23]",Low,Medium,High,Medium,Low,Low,Low,Low,775200,730806,0.85,"{""bridal_dress"": 100025, ""groom_dress"": 83354, ""furniture"": 200051, ""electronics"": 125032, ""jewelry"": 133367, ""kitchen_items"": 80020, ""decoration"": 33341, ""miscellaneous"": 20005}"
USR-129,275000,550000,0,7,2,3,10,"[23, 12, 10]",Low,High,Low,Low,High,Medium,Medium,High,264000,230040,0.6,"{""bridal_dress"": 32795, ""groom_dress"": 32795, ""furniture"": 43726, ""electronics"": 32795, ""jewelry"": 65590, ""kitchen_items"": 32795, ""decoration"": 13664, ""miscellaneous"": 9838}"
USR-130,180000,1960000,150000,11,2,1,14,[14],Low,Medium,Medium,Low,Medium,Low,Medium,Medium,912600,834779,0.9,"{""bridal_dress"": 119554, ""groom_dress"": 99628, ""furniture"": 199257, ""electronics"": 119554, ""jewelry"": 199257, ""kitchen_items"": 95643, ""decoration"": 49814, ""miscellaneous"": 29888}"
USR-131,170000,1770000,50000,12,2,2,20,"[20, 20]",Low,Medium,Low,High,Low,Medium,Low,Medium,692800,725180,0.8,"{""bridal_dress"": 91358, ""groom_dress"": 76131, ""furniture"": 121810, ""electronics"": 137037, ""jewelry"": 121810, ""kitchen_items"": 91358, ""decoration"": 30452, ""miscellaneous"": 22839}"
USR-132,175000,700000,0,10,3,3,21,"[27, 24, 21]",High,Medium,Low,Medium,Low,High,High,Low,363999,371829,0.65,"{""bridal_dress"": 66993, ""groom_dress"": 37218, ""furniture"": 59549, ""electronics"": 55828, ""jewelry"": 59549, ""kitchen_items"": 53594, ""decoration"": 22331, ""miscellaneous"": 8932}"
USR-133,230000,380000,100000,9,2,2,16,"[19, 16]",Medium,Medium,Medium,Low,Low,Medium,High,High,303000,389330,0.75,"{""bridal_dress"": 48044, ""groom_dress"": 32029, ""furniture"": 64059, ""electronics"": 38435, ""jewelry"": 51247, ""kitchen_items"": 38435, ""decoration"": 19217, ""miscellaneous"": 11530}"
USR-134,160000,1540000,0,12,0,3,13,"[20, 17, 13]",Medium,High,Low,High,Low,Medium,High,High,460800,485754,0.6,"{""bridal_dress"": 70101, ""groom_dress"": 56081, ""furniture"": 74774, ""electronics"": 84121, ""jewelry"": 74774, ""kitchen_items"": 56081, ""decoration"": 28040, ""miscellaneous"": 16824}"
USR-135,245000,870000,200000,11,0,1,17,[17],High,Medium,Medium,Medium,Medium,High,High,Medium,806400,612758,0.9,"{""bridal_dress"": 136421, ""groom_dress"": 75789, ""furniture"": 151578, ""electronics"": 113684, ""jewelry"": 151578, ""kitchen_items"": 109136, ""decoration"": 45473, ""miscellaneous"": 22736}"
USR-136,45000,1040000,0,11,0,2,17,"[21, 17]",High,Low,Low,High,High,Low,Medium,Medium,162000,172829,0.75,"{""bridal_dress"": 28700, ""groom_dress"": 12755, ""furniture"": 25511, ""electronics"": 28700, ""jewelry"": 38267, ""kitchen_items"": 15307, ""decoration"": 7972, ""miscellaneous"": 4783}"
USR-137,260000,1540000,50000,8,1,3,18,"[28, 24, 18]",Medium,Medium,High,Medium,Medium,High,Low,Low,833299,1082357,0.65,"{""bridal_dress"": 119269, ""groom_dress"": 79513, ""furniture"": 190831, ""electronics"": 119269, ""jewelry"": 159026, ""kitchen_items"": 114499, ""decoration"": 31805, ""miscellaneous"": 19083}"
USR-138,210000,1630000,0,10,3,2,10,"[13, 10]",Low,Medium,Medium,High,Low,Low,Medium,High,756000,942621,0.75,"{""bridal_dress"": 96305, ""groom_dress"": 80254, ""furniture"": 160509, ""electronics"": 144458, ""jewelry"": 128407, ""kitchen_items"": 77044, ""decoration"": 40127, ""miscellaneous"": 28891}"
USR-139,200000,1510000,0,8,0,3,11,"[27, 20, 11]",Low,Medium,Low,Low,Medium,Low,High,Medium,576000,521384,0.6,"{""bridal_dress"": 78013, ""groom_dress"": 65011, ""furniture"": 104018, ""electronics"": 78013, ""jewelry"": 130022, ""kitchen_items"": 62410, ""decoration"": 39006, ""miscellaneous"": 19503}"
USR-140,180000,1890000,100000,9,3,1,27,[27],High,Low,Medium,Low,Medium,Medium,Low,High,964000,705014,1.0,"{""bridal_dress"": 177786, ""groom_dress"": 79016, ""furniture"": 197540, ""electronics"": 118524, ""jewelry"": 197540, ""kitchen_items"": 118524, ""decoration"": 39508, ""miscellaneous"": 35557}"
USR-141,245000,300000,100000,4,1,2,16,"[22, 16]",Low,Medium,Low,Low,Low,High,High,Low,255000,298535,0.75,"{""bridal_dress"": 34459, ""groom_dress"": 28716, ""furniture"": 45945, ""electronics"": 34459, ""jewelry"": 45945, ""kitchen_items"": 41351, ""decoration"": 17229, ""miscellaneous"": 6891}"
USR-142,45000,420000,200000,11,3,1,10,[10],Low,Low,Low,High,Low,High,High,High,374400,371383,0.9,"{""bridal_dress"": 47795, ""groom_dress"": 31863, ""furniture"": 63727, ""electronics"": 71693, ""jewelry"": 63727, ""kitchen_items"": 57354, ""decoration"": 23897, ""miscellaneous"": 14338}"
USR-143,235000,1400000,0,10,1,2,19,"[25, 19]",Low,Low,Low,Medium,Low,High,Low,Medium,895999,1135601,0.8,"{""bridal_dress"": 121628, ""groom_dress"": 81085, ""furniture"": 162171, ""electronics"": 152036, ""jewelry"": 162171, ""kitchen_items"": 145954, ""decoration"": 40542, ""miscellaneous"": 30407}"
USR-144,105000,460000,0,10,3,1,20,[20],Medium,High,High,High,Medium,Low,Medium,Low,349600,282757,0.95,"{""bridal_dress"": 49471, ""groom_dress"": 39577, ""furniture"": 79154, ""electronics"": 59366, ""jewelry"": 65962, ""kitchen_items"": 31661, ""decoration"": 16490, ""miscellaneous"": 7915}"
USR-145,210000,640000,200000,5,2,2,15,"[16, 15]",Medium,Medium,Low,Medium,Low,High,Low,High,534000,395336,0.75,"{""bridal_dress"": 85212, ""groom_dress"": 56808, ""furniture"": 90893, ""electronics"": 85212, ""jewelry"": 90893, ""kitchen_items"": 81804, ""decoration"": 22723, ""miscellaneous"": 20451}"
USR-146,250000,260000,50000,7,1,3,16,"[19, 18, 16]",High,Low,High,Low,Low,Low,High,Low,154800,117645,0.6,"{""bridal_dress"": 29024, ""groom_dress"": 12900, ""furniture"": 38699, ""electronics"": 19349, ""jewelry"": 25800, ""kitchen_items"": 15479, ""decoration"": 9674, ""miscellaneous"": 3869}"
USR-147,215000,600000,100000,7,3,3,12,"[17, 13, 12]",High,High,Medium,Medium,Low,High,Medium,High,348000,361019,0.6,"{""bridal_dress"": 60230, ""groom_dress"": 40153, ""furniture"": 66923, ""electronics"": 50192, ""jewelry"": 53538, ""kitchen_items"": 48184, ""decoration"": 16730, ""miscellaneous"": 12046}"
USR-148,75000,1760000,100000,10,2,2,22,"[27, 22]",Medium,Low,High,Medium,High,Medium,Medium,High,367999,345568,0.8,"{""bridal_dress"": 51782, ""groom_dress"": 27617, ""furniture"": 82851, ""electronics"": 51782, ""jewelry"": 82851, ""kitchen_items"": 41425, ""decoration"": 17260, ""miscellaneous"": 12427}"
USR-149,220000,970000,50000,6,1,1,13,[13],Medium,Medium,Low,High,Medium,Medium,Low,Low,743400,661100,0.9,"{""bridal_dress"": 114486, ""groom_dress"": 76324, ""furniture"": 122119, ""electronics"": 137383, ""jewelry"": 152648, ""kitchen_items"": 91589, ""decoration"": 30529, ""miscellaneous"": 18317}"
USR-150,60000,640000,200000,6,3,1,21,[21],High,Medium,Low,High,Low,Low,High,Medium,463600,353930,0.95,"{""bridal_dress"": 86385, ""groom_dress"": 47991, ""furniture"": 76786, ""electronics"": 86385, ""jewelry"": 76786, ""kitchen_items"": 46072, ""decoration"": 28795, ""miscellaneous"": 14397}"
